lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
118.52,0.0800000000000001,600,57.5038289642151,0,0,0
118.52,0.1,600,57.5038289642151,0,0,0
118.52,0.12,600,57.5038289642151,0,0,0
118.52,0.14,600,57.5038289642151,0,0,0
118.52,0.16,600,57.5038289642151,0,0,0
118.52,0.18,600,57.5038289642151,0,0,0
118.52,0.2,600,57.5038289642151,0,0,0
118.52,0.22,600,57.5038289642151,0,0,0
118.52,0.24,600,57.5038289642151,0,0,0
118.52,0.26,600,57.5038289642151,0,0,0
118.52,0.28,600,57.5038289642151,0,0,0
118.52,0.3,600,57.5038289642151,0,0,0
118.52,0.32,600,57.5038289642151,0,0,0
118.52,0.34,600,57.5038289642151,0,0,0
118.52,0.36,600,57.5038289642151,0,0,0
118.52,0.38,600,57.5038289642151,0,0,0
118.52,0.4,600,57.5038289642151,0,0,0
118.52,0.42,600,57.5038289642151,0,0,0
118.52,0.44,600,57.5038289642151,0,0,0
118.52,0.46,600,57.5038289642151,0,0,0
118.52,0.48,600,57.5038289642151,0,0,0
118.52,0.5,600,57.5038289642151,0,0,0
118.52,0.52,600,57.5038289642151,0,0,0
118.52,0.54,600,57.5038289642151,0,0,0
118.52,0.56,600,57.5038289642151,0,0,0
118.52,0.58,600,57.5038289642151,0,0,0
118.52,0.6,600,57.5038289642151,0,0,0
118.52,0.62,600,57.5038289642151,0,0,0
118.52,0.64,600,57.5038289642151,0,0,0
118.52,0.66,600,57.5038289642151,0,0,0
118.52,0.68,600,57.5038289642151,0,0,0
118.52,0.7,600,57.5038289642151,0,0,0
118.52,0.72,600,57.5038289642151,0,0,0
118.52,0.74,600,57.5038289642151,0,0,0
118.52,0.76,600,57.5038289642151,0,0,0
118.52,0.78,600,57.5038289642151,0,0,0
118.52,0.8,600,57.5038289642151,0,0,0
118.52,0.82,286.76806640625,321.377529501491,0,0,0
118.52,0.84,302.094268798828,313.918266496704,0,0,0
118.52,0.86,337.468994140625,287.657623346969,0,0,0
118.52,0.88,305.594635009766,311.899850337036,0,0,0
118.52,0.9,482.46728515625,125.496493933992,0,0,0
118.52,0.92,506.353393554688,106.417464213045,0,0,0
118.52,0.94,531.683410644531,89.5563932157294,0,0,0
118.52,0.96,545.937805175781,81.4098360722196,0,0,0
118.52,0.98,293.236450195313,318.493148484365,0,0,0
118.52,1,232.755126953125,334.290777421889,0,0,0
118.52,1.02,304.244781494141,312.692737013472,0,0,0
118.52,1.04,397.909332275391,218.516269587243,0,0,0
118.52,1.06,314.945892333984,305.894203873462,0,0,0
118.52,1.08,243.726699829102,332.880765700787,0,0,0
118.52,1.1,242.197326660156,333.10420202677,0,0,0
118.52,1.12,278.838012695313,324.43063119885,0,0,0
118.52,1.14,291.23291015625,319.426268992965,0,0,0
118.52,1.16,330.460632324219,293.901174064346,0,0,0
118.52,1.18,400.712493896484,215.003047535055,0,0,0
118.52,1.2,415.594024658203,196.530278632038,0,0,0
118.54,-2.5,600,57.5038289642151,0,0,0
118.54,-2.48,600,57.5038289642151,0,0,0
118.54,-2.46,600,57.5038289642151,0,0,0
118.54,-2.44,600,57.5038289642151,0,0,0
118.54,-2.42,600,57.5038289642151,0,0,0
118.54,-2.4,600,57.5038289642151,0,0,0
118.54,-2.38,600,57.5038289642151,0,0,0
118.54,-2.36,600,57.5038289642151,0,0,0
118.54,-2.34,600,57.5038289642151,0,0,0
118.54,-2.32,600,57.5038289642151,0,0,0
118.54,-2.3,600,57.5038289642151,0,0,0
118.54,-2.28,600,57.5038289642151,0,0,0
118.54,-2.26,600,57.5038289642151,0,0,0
118.54,-2.24,600,57.5038289642151,0,0,0
118.54,-2.22,600,57.5038289642151,0,0,0
118.54,-2.2,600,57.5038289642151,0,0,0
118.54,-2.18,600,57.5038289642151,0,0,0
118.54,-2.16,600,57.5038289642151,0,0,0
118.54,-2.14,600,57.5038289642151,0,0,0
118.54,-2.12,600,57.5038289642151,0,0,0
118.54,-2.1,600,57.5038289642151,0,0,0
118.54,-2.08,600,57.5038289642151,0,0,0
118.54,-2.06,600,57.5038289642151,0,0,0
118.54,-2.04,600,57.5038289642151,0,0,0
118.54,-2.02,600,57.5038289642151,0,0,0
118.54,-2,600,57.5038289642151,0,0,0
118.54,-1.98,600,57.5038289642151,0,0,0
118.54,-1.96,600,57.5038289642151,0,0,0
118.54,-1.94,600,57.5038289642151,0,0,0
118.54,-1.92,600,57.5038289642151,0,0,0
118.54,-1.9,600,57.5038289642151,0,0,0
118.54,-1.88,600,57.5038289642151,0,0,0
118.54,-1.86,600,57.5038289642151,0,0,0
118.54,-1.84,600,57.5038289642151,0,0,0
118.54,-1.82,600,57.5038289642151,0,0,0
118.54,-1.8,600,57.5038289642151,0,0,0
118.54,-1.78,600,57.5038289642151,0,0,0
118.54,-1.76,600,57.5038289642151,0,0,0
118.54,-1.74,600,57.5038289642151,0,0,0
118.54,-1.72,600,57.5038289642151,0,0,0
118.54,-1.7,600,57.5038289642151,0,0,0
118.54,-1.68,600,57.5038289642151,0,0,0
118.54,-1.66,600,57.5038289642151,0,0,0
118.54,-1.64,600,57.5038289642151,0,0,0
118.54,-1.62,600,57.5038289642151,0,0,0
118.54,-1.6,600,57.5038289642151,0,0,0
118.54,-1.58,600,57.5038289642151,0,0,0
118.54,-1.56,600,57.5038289642151,0,0,0
118.54,-1.54,600,57.5038289642151,0,0,0
118.54,-1.52,600,57.5038289642151,0,0,0
118.54,-1.5,600,57.5038289642151,0,0,0
118.54,-1.48,600,57.5038289642151,0,0,0
118.54,-1.46,600,57.5038289642151,0,0,0
118.54,-1.44,600,57.5038289642151,0,0,0
118.54,-1.42,600,57.5038289642151,0,0,0
118.54,-1.4,600,57.5038289642151,0,0,0
118.54,-1.38,600,57.5038289642151,0,0,0
118.54,-1.36,600,57.5038289642151,0,0,0
118.54,-1.34,600,57.5038289642151,0,0,0
118.54,-1.32,600,57.5038289642151,0,0,0
118.54,-1.3,600,57.5038289642151,0,0,0
118.54,-1.28,600,57.5038289642151,0,0,0
118.54,-1.26,600,57.5038289642151,0,0,0
118.54,-1.24,600,57.5038289642151,0,0,0
118.54,-1.22,600,57.5038289642151,0,0,0
118.54,-1.2,600,57.5038289642151,0,0,0
118.54,-1.18,600,57.5038289642151,0,0,0
118.54,-1.16,600,57.5038289642151,0,0,0
118.54,-1.14,600,57.5038289642151,0,0,0
118.54,-1.12,600,57.5038289642151,0,0,0
118.54,-1.1,600,57.5038289642151,0,0,0
118.54,-1.08,600,57.5038289642151,0,0,0
118.54,-1.06,600,57.5038289642151,0,0,0
118.54,-1.04,600,57.5038289642151,0,0,0
118.54,-1.02,600,57.5038289642151,0,0,0
118.54,-1,600,57.5038289642151,0,0,0
118.54,-0.98,600,57.5038289642151,0,0,0
118.54,-0.96,600,57.5038289642151,0,0,0
118.54,-0.94,600,57.5038289642151,0,0,0
118.54,-0.92,600,57.5038289642151,0,0,0
118.54,-0.9,600,57.5038289642151,0,0,0
118.54,-0.88,600,57.5038289642151,0,0,0
118.54,-0.86,600,57.5038289642151,0,0,0
118.54,-0.84,600,57.5038289642151,0,0,0
118.54,-0.82,600,57.5038289642151,0,0,0
118.54,-0.8,600,57.5038289642151,0,0,0
118.54,-0.78,600,57.5038289642151,0,0,0
118.54,-0.76,600,57.5038289642151,0,0,0
118.54,-0.74,600,57.5038289642151,0,0,0
118.54,-0.72,600,57.5038289642151,0,0,0
118.54,-0.7,600,57.5038289642151,0,0,0
118.54,-0.68,600,57.5038289642151,0,0,0
118.54,-0.66,600,57.5038289642151,0,0,0
118.54,-0.64,600,57.5038289642151,0,0,0
118.54,-0.62,600,57.5038289642151,0,0,0
118.54,-0.6,600,57.5038289642151,0,0,0
118.54,-0.58,600,57.5038289642151,0,0,0
118.54,-0.56,600,57.5038289642151,0,0,0
118.54,-0.54,600,57.5038289642151,0,0,0
118.54,-0.52,600,57.5038289642151,0,0,0
118.54,-0.5,600,57.5038289642151,0,0,0
118.54,-0.48,600,57.5038289642151,0,0,0
118.54,-0.46,600,57.5038289642151,0,0,0
118.54,-0.44,600,57.5038289642151,0,0,0
118.54,-0.42,600,57.5038289642151,0,0,0
118.54,-0.4,600,57.5038289642151,0,0,0
118.54,-0.38,600,57.5038289642151,0,0,0
118.54,-0.36,600,57.5038289642151,0,0,0
118.54,-0.34,600,57.5038289642151,0,0,0
118.54,-0.32,600,57.5038289642151,0,0,0
118.54,-0.3,600,57.5038289642151,0,0,0
118.54,-0.28,600,57.5038289642151,0,0,0
118.54,-0.26,600,57.5038289642151,0,0,0
118.54,-0.24,600,57.5038289642151,0,0,0
118.54,-0.22,600,57.5038289642151,0,0,0
118.54,-0.2,600,57.5038289642151,0,0,0
118.54,-0.18,600,57.5038289642151,0,0,0
118.54,-0.16,600,57.5038289642151,0,0,0
118.54,-0.14,600,57.5038289642151,0,0,0
118.54,-0.12,600,57.5038289642151,0,0,0
118.54,-0.1,600,57.5038289642151,0,0,0
118.54,-0.0800000000000001,600,57.5038289642151,0,0,0
118.54,-0.0600000000000001,600,57.5038289642151,0,0,0
118.54,-0.04,600,57.5038289642151,0,0,0
118.54,-0.02,600,57.5038289642151,0,0,0
118.54,0,600,57.5038289642151,0,0,0
118.54,0.02,600,57.5038289642151,0,0,0
118.54,0.04,600,57.5038289642151,0,0,0
118.54,0.0600000000000001,600,57.5038289642151,0,0,0
118.54,0.0800000000000001,600,57.5038289642151,0,0,0
118.54,0.1,600,57.5038289642151,0,0,0
118.54,0.12,600,57.5038289642151,0,0,0
118.54,0.14,600,57.5038289642151,0,0,0
118.54,0.16,600,57.5038289642151,0,0,0
118.54,0.18,600,57.5038289642151,0,0,0
118.54,0.2,600,57.5038289642151,0,0,0
118.54,0.22,600,57.5038289642151,0,0,0
118.54,0.24,600,57.5038289642151,0,0,0
118.54,0.26,600,57.5038289642151,0,0,0
118.54,0.28,600,57.5038289642151,0,0,0
118.54,0.3,600,57.5038289642151,0,0,0
118.54,0.32,600,57.5038289642151,0,0,0
118.54,0.34,600,57.5038289642151,0,0,0
118.54,0.36,600,57.5038289642151,0,0,0
118.54,0.38,600,57.5038289642151,0,0,0
118.54,0.4,600,57.5038289642151,0,0,0
118.54,0.42,600,57.5038289642151,0,0,0
118.54,0.44,600,57.5038289642151,0,0,0
118.54,0.46,600,57.5038289642151,0,0,0
118.54,0.48,600,57.5038289642151,0,0,0
118.54,0.5,600,57.5038289642151,0,0,0
118.54,0.52,600,57.5038289642151,0,0,0
118.54,0.54,600,57.5038289642151,0,0,0
118.54,0.56,600,57.5038289642151,0,0,0
118.54,0.58,600,57.5038289642151,0,0,0
118.54,0.6,600,57.5038289642151,0,0,0
118.54,0.62,600,57.5038289642151,0,0,0
118.54,0.64,600,57.5038289642151,0,0,0
118.54,0.66,600,57.5038289642151,0,0,0
118.54,0.68,600,57.5038289642151,0,0,0
118.54,0.7,600,57.5038289642151,0,0,0
118.54,0.72,600,57.5038289642151,0,0,0
118.54,0.74,600,57.5038289642151,0,0,0
118.54,0.76,600,57.5038289642151,0,0,0
118.54,0.78,600,57.5038289642151,0,0,0
118.54,0.8,600,57.5038289642151,0,0,0
118.54,0.82,316.055999755859,305.120712224551,0,0,0
118.54,0.84,360.035400390625,264.410186119882,0,0,0
118.54,0.86,283.499420166016,322.697893593427,0,0,0
118.54,0.88,255.118225097656,330.894300311615,0,0,0
118.54,0.9,534.00390625,88.1684766842585,0,0,0
118.54,0.92,640.511413574219,45.0180034962777,0,0,0
118.54,0.94,589.235046386719,61.5091508000663,0,0,0
118.54,0.96,603.220153808594,56.3677211628269,0,0,0
118.54,0.98,322.007934570313,300.751195275294,0,0,0
118.54,1,317.55078125,304.058636325421,0,0,0
118.54,1.02,405.52490234375,208.986477534378,0,0,0
118.54,1.04,386.988128662109,232.181579230843,0,0,0
118.54,1.06,306.82568359375,311.160695016676,0,0,0
118.54,1.08,241.450805664063,333.209896308747,0,0,0
